"No.","Time","Source","Destination","Protocol","Length","Info"
"28568","32.699168","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=75914505 Ack=1 Win=1005 Len=5792 TSval=867170088 TSecr=2681707269"
"28611","32.736016","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=75992417 Ack=1 Win=1005 Len=8200 TSval=867170121 TSecr=2681707308"
"28641","32.768808","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=76070329 Ack=1 Win=1005 Len=8200 TSval=867170154 TSecr=2681707336"
"28657","32.803433","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=76148241 Ack=1 Win=1005 Len=8200 TSval=867170187 TSecr=2681707372"
"28675","32.833351","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=76222049 Ack=1 Win=1005 Len=5792 TSval=867170222 TSecr=2681707401"
"28729","32.865328","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=76302857 Ack=1 Win=1005 Len=1448 TSval=867170254 TSecr=2681707436"
"28751","32.900500","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=76377873 Ack=1 Win=1005 Len=8200 TSval=867170288 TSecr=2681707469"
"28790","32.935955","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=76455785 Ack=1 Win=1005 Len=8200 TSval=867170321 TSecr=2681707502"
"28828","32.966370","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=76533697 Ack=1 Win=1005 Len=8200 TSval=867170354 TSecr=2681707536"
"28863","32.999943","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=76611609 Ack=1 Win=1005 Len=8200 TSval=867170388 TSecr=2681707569"
"28901","33.031876","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=76689521 Ack=1 Win=1005 Len=1448 TSval=867170421 TSecr=2681707602"
"28926","33.067167","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=76763329 Ack=1 Win=1005 Len=8200 TSval=867170455 TSecr=2681707635"
"28944","33.100796","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=76841241 Ack=1 Win=1005 Len=8200 TSval=867170488 TSecr=2681707670"
"28967","33.133961","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=76919153 Ack=1 Win=1005 Len=8200 TSval=867170521 TSecr=2681707702"
"28991","33.166003","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=76997065 Ack=1 Win=1005 Len=2896 TSval=867170555 TSecr=2681707741"
"29035","33.201898","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=77074977 Ack=1 Win=1005 Len=8200 TSval=867170588 TSecr=2681707770"
"29076","33.235637","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=77152889 Ack=1 Win=1005 Len=8200 TSval=867170621 TSecr=2681707804"
"29106","33.265582","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=77230801 Ack=1 Win=1005 Len=2896 TSval=867170655 TSecr=2681707835"
"29139","33.300105","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=77304609 Ack=1 Win=1005 Len=5792 TSval=867170689 TSecr=2681707875"
"29196","33.334159","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=77382521 Ack=1 Win=1005 Len=8200 TSval=867170721 TSecr=2681707903"
"29235","33.366504","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=77460433 Ack=1 Win=1005 Len=8200 TSval=867170754 TSecr=2681707935"
"29262","33.398594","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=77538345 Ack=1 Win=1005 Len=4344 TSval=867170787 TSecr=2681707969"
"29283","33.432286","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=77617705 Ack=1 Win=1005 Len=1448 TSval=867170821 TSecr=2681708004"
"29324","33.467244","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=77694169 Ack=1 Win=1005 Len=8200 TSval=867170855 TSecr=2681708040"
"29338","33.499311","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=77772081 Ack=1 Win=1005 Len=1448 TSval=867170888 TSecr=2681708072"
"29371","33.533516","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=77845889 Ack=1 Win=1005 Len=8200 TSval=867170921 TSecr=2681708108"
"29420","33.567035","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=77923801 Ack=1 Win=1005 Len=8200 TSval=867170955 TSecr=2681708136"
"29445","33.599443","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=78003161 Ack=1 Win=1005 Len=1448 TSval=867170988 TSecr=2681708169"
"29463","33.632241","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=78081073 Ack=1 Win=1005 Len=1448 TSval=867171021 TSecr=2681708204"
"29518","33.669586","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=78157537 Ack=1 Win=1005 Len=8200 TSval=867171054 TSecr=2681708236"
"29536","33.701028","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=78235449 Ack=1 Win=1005 Len=8200 TSval=867171089 TSecr=2681708272"
"29568","33.734612","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=78313361 Ack=1 Win=1005 Len=8200 TSval=867171121 TSecr=2681708303"
"29601","33.765562","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=78391273 Ack=1 Win=1005 Len=1448 TSval=867171155 TSecr=2681708336"
"29619","33.799810","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=78467977 Ack=1 Win=1005 Len=2896 TSval=867171189 TSecr=2681708371"
"29674","33.840751","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=78545889 Ack=1 Win=1005 Len=5304 TSval=867171222 TSecr=2681708403"
"29687","33.865578","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=78620905 Ack=1 Win=1005 Len=2896 TSval=867171255 TSecr=2681708439"
"29730","33.899743","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=78698817 Ack=1 Win=1005 Len=4344 TSval=867171288 TSecr=2681708469"
"29783","33.933665","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=78776729 Ack=1 Win=1005 Len=8200 TSval=867171321 TSecr=2681708508"
"29797","33.966457","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=78854641 Ack=1 Win=1005 Len=8200 TSval=867171355 TSecr=2681708540"
"29839","34.006327","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=78932553 Ack=1 Win=1005 Len=8200 TSval=867171388 TSecr=2681708569"
"29849","34.032360","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=79010465 Ack=1 Win=1005 Len=2896 TSval=867171421 TSecr=2681708603"
"29882","34.065827","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=79084273 Ack=1 Win=1005 Len=4344 TSval=867171455 TSecr=2681708636"
"29907","34.099081","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=79162185 Ack=1 Win=1005 Len=4344 TSval=867171488 TSecr=2681708669"
"29923","34.132442","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=79240097 Ack=1 Win=1005 Len=4344 TSval=867171521 TSecr=2681708704"
"29951","34.168808","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=79318009 Ack=1 Win=1005 Len=8200 TSval=867171555 TSecr=2681708736"
"29970","34.202532","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=79395921 Ack=1 Win=1005 Len=8200 TSval=867171588 TSecr=2681708773"
"29994","34.232279","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=79473833 Ack=1 Win=1005 Len=1448 TSval=867171621 TSecr=2681708803"
"30019","34.270332","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=79551745 Ack=1 Win=1005 Len=8200 TSval=867171655 TSecr=2681708839"
"30032","34.300828","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=79625553 Ack=1 Win=1005 Len=8200 TSval=867171688 TSecr=2681708869"
"30061","34.332002","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=79706361 Ack=1 Win=1005 Len=1448 TSval=867171721 TSecr=2681708902"
"30075","34.365418","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=79781377 Ack=1 Win=1005 Len=4344 TSval=867171754 TSecr=2681708935"
"30098","34.399516","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=79859289 Ack=1 Win=1005 Len=8200 TSval=867171788 TSecr=2681708974"
"30122","34.432129","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=79937201 Ack=1 Win=1005 Len=1448 TSval=867171821 TSecr=2681709004"
"30178","34.468156","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=80015113 Ack=1 Win=1005 Len=8200 TSval=867171854 TSecr=2681709036"
"30208","34.500038","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=80093025 Ack=1 Win=1005 Len=8200 TSval=867171888 TSecr=2681709070"
"30237","34.539293","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=80166833 Ack=1 Win=1005 Len=8200 TSval=867171921 TSecr=2681709102"
"30256","34.565745","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=80247641 Ack=1 Win=1005 Len=1448 TSval=867171954 TSecr=2681709144"
"30275","34.601664","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=80322657 Ack=1 Win=1005 Len=8200 TSval=867171988 TSecr=2681709171"
"30314","34.632492","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=80400569 Ack=1 Win=1005 Len=8200 TSval=867172021 TSecr=2681709202"
"30348","34.665361","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=80478481 Ack=1 Win=1005 Len=2896 TSval=867172054 TSecr=2681709235"
"30365","34.699352","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=80556393 Ack=1 Win=1005 Len=8200 TSval=867172088 TSecr=2681709270"
"30403","34.732387","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=80634305 Ack=1 Win=1005 Len=4344 TSval=867172121 TSecr=2681709303"
"30439","34.765597","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=80708113 Ack=1 Win=1005 Len=5792 TSval=867172154 TSecr=2681709335"
"30475","34.799097","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=80786025 Ack=1 Win=1005 Len=4344 TSval=867172188 TSecr=2681709369"
"30510","34.832766","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=80863937 Ack=1 Win=1005 Len=2896 TSval=867172222 TSecr=2681709402"
"30530","34.865908","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=80941849 Ack=1 Win=1005 Len=2896 TSval=867172255 TSecr=2681709439"
"30545","34.900150","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=81019761 Ack=1 Win=1005 Len=8200 TSval=867172288 TSecr=2681709478"
"30578","34.935494","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=81097673 Ack=1 Win=1005 Len=8200 TSval=867172322 TSecr=2681709502"
"30596","34.971340","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=81175585 Ack=1 Win=1005 Len=8200 TSval=867172357 TSecr=2681709537"
"30606","35.000684","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=81253497 Ack=1 Win=1005 Len=4344 TSval=867172389 TSecr=2681709571"
"30631","35.034092","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=81327305 Ack=1 Win=1005 Len=8200 TSval=867172421 TSecr=2681709615"
"30649","35.066795","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=81405217 Ack=1 Win=1005 Len=8200 TSval=867172455 TSecr=2681709644"
"30666","35.101091","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=81483129 Ack=1 Win=1005 Len=4344 TSval=867172490 TSecr=2681709672"
"30687","35.136483","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=81561041 Ack=1 Win=1005 Len=8200 TSval=867172523 TSecr=2681709711"
"30702","35.167455","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=81638953 Ack=1 Win=1005 Len=8200 TSval=867172555 TSecr=2681709750"
"30721","35.206394","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=81716865 Ack=1 Win=1005 Len=8200 TSval=867172588 TSecr=2681709770"
"30734","35.235094","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=81790673 Ack=1 Win=1005 Len=8200 TSval=867172621 TSecr=2681709805"
"30748","35.271102","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=81868585 Ack=1 Win=1005 Len=8200 TSval=867172655 TSecr=2681709839"
"30766","35.299260","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=81946497 Ack=1 Win=1005 Len=4344 TSval=867172688 TSecr=2681709878"
"30812","35.332399","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=82024409 Ack=1 Win=1005 Len=4344 TSval=867172721 TSecr=2681709902"
"30855","35.369488","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=82102321 Ack=1 Win=1005 Len=8200 TSval=867172755 TSecr=2681709936"
"30867","35.402174","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=82180233 Ack=1 Win=1005 Len=8200 TSval=867172788 TSecr=2681709983"
"30879","35.432353","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=82258145 Ack=1 Win=1005 Len=4344 TSval=867172821 TSecr=2681710011"
"30918","35.465789","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=82336057 Ack=1 Win=1005 Len=2896 TSval=867172855 TSecr=2681710040"
"30946","35.503161","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=82412761 Ack=1 Win=1005 Len=5304 TSval=867172889 TSecr=2681710075"
"30964","35.532792","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=82490673 Ack=1 Win=1005 Len=1448 TSval=867172922 TSecr=2681710104"
"31009","35.565595","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=82565689 Ack=1 Win=1005 Len=2896 TSval=867172955 TSecr=2681710136"
"31053","35.598958","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=82643601 Ack=1 Win=1005 Len=2896 TSval=867172988 TSecr=2681710170"
"31080","35.636229","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=82721513 Ack=1 Win=1005 Len=8200 TSval=867173024 TSecr=2681710203"
"31105","35.670332","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=82799425 Ack=1 Win=1005 Len=8200 TSval=867173056 TSecr=2681710240"
"31121","35.703151","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=82877337 Ack=1 Win=1005 Len=8200 TSval=867173089 TSecr=2681710274"
"31134","35.740973","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=82951145 Ack=1 Win=1005 Len=8200 TSval=867173123 TSecr=2681710305"
"31153","35.774360","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=83029057 Ack=1 Win=1005 Len=8200 TSval=867173156 TSecr=2681710340"
"31169","35.801414","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=83109865 Ack=1 Win=1005 Len=1448 TSval=867173190 TSecr=2681710380"
"31210","35.844442","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=83184881 Ack=1 Win=1005 Len=8200 TSval=867173222 TSecr=2681710415"
"31225","35.871135","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=83266889 Ack=1 Win=1005 Len=8200 TSval=867173255 TSecr=2681710449"
"31243","35.909369","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=83344801 Ack=1 Win=1005 Len=8200 TSval=867173294 TSecr=2681710470"
"31254","35.934056","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=83426809 Ack=1 Win=1005 Len=2896 TSval=867173323 TSecr=2681710511"
"31288","35.969165","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=83504721 Ack=1 Win=1005 Len=8200 TSval=867173356 TSecr=2681710558"
"31327","35.998468","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=83585529 Ack=1 Win=1005 Len=1448 TSval=867173387 TSecr=2681710571"
"31344","36.041807","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=83664641 Ack=1 Win=1005 Len=8200 TSval=867173421 TSecr=2681710614"
"31355","36.065045","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=83742553 Ack=1 Win=1005 Len=1448 TSval=867173454 TSecr=2681710644"
"31376","36.103191","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=83820465 Ack=1 Win=1005 Len=8200 TSval=867173489 TSecr=2681710691"
"31395","36.137412","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=83898377 Ack=1 Win=1005 Len=8200 TSval=867173522 TSecr=2681710718"
"31410","36.168297","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=83975081 Ack=1 Win=1005 Len=5304 TSval=867173555 TSecr=2681710743"
"31445","36.205042","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=84050097 Ack=1 Win=1005 Len=8200 TSval=867173588 TSecr=2681710769"
"31460","36.232345","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=84128009 Ack=1 Win=1005 Len=2896 TSval=867173621 TSecr=2681710809"
"31486","36.267797","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=84205921 Ack=1 Win=1005 Len=8200 TSval=867173654 TSecr=2681710836"
"31509","36.307437","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=84283833 Ack=1 Win=1005 Len=8200 TSval=867173689 TSecr=2681710884"
"31524","36.332636","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=84361745 Ack=1 Win=1005 Len=2896 TSval=867173722 TSecr=2681710905"
"31541","36.367282","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=84439657 Ack=1 Win=1005 Len=8200 TSval=867173755 TSecr=2681710941"
"31559","36.408453","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=84517569 Ack=1 Win=1005 Len=8200 TSval=867173789 TSecr=2681710982"
"31574","36.432518","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=84598377 Ack=1 Win=1005 Len=1448 TSval=867173821 TSecr=2681711005"
"31625","36.467002","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=84673393 Ack=1 Win=1005 Len=7240 TSval=867173855 TSecr=2681711041"
"31643","36.501479","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=84751305 Ack=1 Win=1005 Len=8200 TSval=867173888 TSecr=2681711093"
"31656","36.542740","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=84829217 Ack=1 Win=1005 Len=8200 TSval=867173921 TSecr=2681711116"
"31670","36.567799","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=84907129 Ack=1 Win=1005 Len=8200 TSval=867173955 TSecr=2681711144"
"31692","36.599660","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=84987937 Ack=1 Win=1005 Len=5304 TSval=867173987 TSecr=2681711174"
"31708","36.645717","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=85062953 Ack=1 Win=1005 Len=8200 TSval=867174021 TSecr=2681711208"
"31724","36.665817","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=85143761 Ack=1 Win=1005 Len=1448 TSval=867174055 TSecr=2681711248"
"31750","36.704977","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=85222873 Ack=1 Win=1005 Len=8200 TSval=867174088 TSecr=2681711269"
"31764","36.734566","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=85300785 Ack=1 Win=1005 Len=8200 TSval=867174121 TSecr=2681711303"
"31777","36.772685","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=85378697 Ack=1 Win=1005 Len=8200 TSval=867174155 TSecr=2681711337"
"31790","36.799310","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=85460705 Ack=1 Win=1005 Len=5792 TSval=867174188 TSecr=2681711392"
"31810","36.837171","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=85538617 Ack=1 Win=1005 Len=8200 TSval=867174222 TSecr=2681711403"
"31828","36.873436","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=85616529 Ack=1 Win=1005 Len=8200 TSval=867174255 TSecr=2681711449"
"31838","36.906425","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=85698537 Ack=1 Win=1005 Len=8200 TSval=867174288 TSecr=2681711470"
"31854","36.933775","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=85776449 Ack=1 Win=1005 Len=8200 TSval=867174321 TSecr=2681711507"
"31869","36.971335","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=85854361 Ack=1 Win=1005 Len=8200 TSval=867174355 TSecr=2681711550"
"31890","37.003494","192.168.1.1","172.23.69.13","TCP","6824","80 → 50034 [PSH, ACK] Seq=85933721 Ack=1 Win=1005 Len=6752 TSval=867174389 TSecr=2681711576"
"31912","37.032480","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=86010185 Ack=1 Win=1005 Len=4344 TSval=867174421 TSecr=2681711623"
"31935","37.066996","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=86088097 Ack=1 Win=1005 Len=8200 TSval=867174455 TSecr=2681711636"
"31953","37.099541","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=86170105 Ack=1 Win=1005 Len=7240 TSval=867174488 TSecr=2681711676"
"31969","37.133254","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=86248017 Ack=1 Win=1005 Len=1448 TSval=867174522 TSecr=2681711712"
"32002","37.165611","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=86325929 Ack=1 Win=1005 Len=2896 TSval=867174555 TSecr=2681711738"
"32021","37.201243","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=86403841 Ack=1 Win=1005 Len=8200 TSval=867174589 TSecr=2681711774"
"32065","37.233455","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=86484649 Ack=1 Win=1005 Len=4344 TSval=867174622 TSecr=2681711808"
